horizon_minutes,minute,q10,q90,mean,actual
120,28,-26.639213020114063,15.26089058678326,-5.0785916008145575,-25.0
120,29,-25.8626334757999,15.435862292617204,-5.369076352581597,-25.99999999999909
120,30,-27.31259186232838,16.409615089291606,-5.320053163159738,-23.99999999999949
120,31,-27.744126656427724,16.35306053940927,-5.483783339745758,-20.999999999999375
120,32,-29.223804265037046,16.88668114224644,-5.647154506706549,-23.000000000000398
120,33,-29.407449615774105,16.562764200215053,-5.907399244437148,-23.99999999999949
120,34,-29.81587123968685,16.88668114224644,-6.154011726572313,-23.499999999999943
120,35,-29.817429874205104,17.358956897469977,-6.119423447177451,-25.0
120,36,-30.142271195075594,17.309488557459783,-6.296743688310998,-24.499999999999034
120,37,-31.169040696625835,17.81523524524305,-6.4521215211535665,-24.499999999999034
120,38,-32.02503797583619,18.0392184544342,-6.738503700676605,-25.499999999999545
120,39,-32.38120686553249,18.0392184544342,-7.010880301901342,-25.499999999999545
120,40,-33.438036286940886,18.94502859585076,-7.022503642317571,-25.0
120,41,-33.65448596898844,19.559006770393285,-7.212331902422221,-21.999999999999886
120,42,-34.23156154356112,19.866683696756986,-7.369121329126544,-21.50000000000034
120,43,-34.72325131726583,20.099012224038216,-7.652983810938884,-22.49999999999943
120,44,-35.201717915548635,19.621145040152562,-7.906672240464433,-21.50000000000034
120,45,-36.39584683630054,20.220769115535717,-7.909904471596963,-22.49999999999943
120,46,-36.769005600514085,20.3829561315901,-8.076565951753826,-22.49999999999943
120,47,-37.59458549246506,20.536350558129804,-8.2672582729824,-23.499999999999943
120,48,-38.30834604184712,20.562644418741957,-8.558383353699435,-23.499999999999943
120,49,-38.56773099345755,21.270103612638994,-8.8358258111026,-24.499999999999034
120,50,-39.528075233978626,22.020009983991997,-8.869796807307956,-26.500000000000057
120,51,-40.66491127508329,22.10182002698205,-9.077788112229827,-26.500000000000057
120,52,-40.52084477120161,22.364359790956332,-9.261867950634265,-26.500000000000057
120,53,-41.3802135612813,21.48492504005275,-9.57530355751209,-26.500000000000057
120,54,-41.50116551908744,22.381461822605107,-9.839120749656772,-25.499999999999545
120,55,-43.10511111033036,23.73837265240818,-9.871482766890704,-26.500000000000057
120,56,-43.10511111033036,22.90717777217408,-10.05770837569494,-27.499999999999147
120,57,-44.10042436695192,22.09792019830666,-10.267590482368671,-28.49999999999966
120,58,-44.24836403431342,22.846404535788302,-10.567888912633537,-30.49999999999926
120,59,-45.17093870191518,22.768745430534814,-10.857100684601717,-28.49999999999966
120,60,-45.59984616690777,23.88866485174583,-10.864464118727016,-28.49999999999966
120,61,-45.78563994501747,23.680919518049365,-11.05085001068409,-28.999999999999204
120,62,-45.422535051168715,24.156897651321618,-11.232700523154875,-31.999999999999318
120,63,-46.6633205418926,23.51317567543813,-11.54513808844937,-32.500000000000284
120,64,-47.52106904283885,24.360158468850614,-11.84378041250867,-34.499999999999886
120,65,-48.441679451435895,24.3495817120596,-11.874175431085824,-35.5000000000004
120,66,-49.164277356897124,24.3495817120596,-12.056046353862069,-35.99999999999994
120,67,-48.24208229109985,23.56560199621944,-12.231653079893311,-35.99999999999994
120,68,-49.0885785417362,23.981399493521863,-12.565298765961302,-34.00000000000034
120,69,-49.09099962948229,23.834546361038687,-12.848435285969884,-33.499999999999375
120,70,-49.894630724138466,24.46667775998879,-12.936621962176375,-31.999999999999318
120,71,-50.67510399330545,25.04112676191562,-13.052211899901257,-31.999999999999318
120,72,-51.51868823059466,24.728091654396614,-13.214399592891949,-31.999999999999318
120,73,-52.13877023738829,24.99394001734372,-13.550430251280714,-34.00000000000034
120,74,-52.31429476423601,24.553650504553826,-13.819423731546761,-34.99999999999943
120,75,-53.57585195579184,25.2558258800286,-13.909959788158883,-34.99999999999943
120,76,-54.000869174436176,25.486963665177797,-14.051195323347846,-34.00000000000034
120,77,-53.72656495066163,24.758764703316167,-14.259365405929554,-37.999999999999545
120,78,-55.42817336706933,24.553650504553826,-14.57501882500558,-36.49999999999949
120,79,-55.13340575532126,24.355380695761127,-14.818847860164594,-34.499999999999886
120,80,-56.6448001840172,25.48974478332401,-14.896928069987322,-36.49999999999949
120,81,-58.71947324352532,25.689664382284207,-15.061937823807998,-35.5000000000004
120,82,-57.51049593926356,24.90242151957285,-15.261336814366537,-36.49999999999949
120,83,-58.73878489296709,24.358765241716426,-15.557759644814013,-39.4999999999996
120,84,-60.00999157102639,24.346515141832107,-15.810387295539371,-40.500000000000114
120,85,-59.84869778086052,25.486963665177797,-15.862594901632928,-40.500000000000114
120,86,-60.13647454612033,25.79980278390103,-16.01439185359811,-40.500000000000114
120,87,-61.24836168689653,25.658550274438948,-16.206762203821988,-39.4999999999996
120,88,-60.93736710454641,25.754972510618913,-16.51730098665766,-39.4999999999996
120,89,-61.84365437355984,25.326596860467816,-16.760474608311906,-40.500000000000114
120,90,-62.31907251180666,24.469676379151256,-17.048055138014554,-41.499999999999204
120,91,-63.213839241993384,24.800221377883826,-17.224130016865228,-40.500000000000114
120,92,-62.76476728673537,25.071557091507522,-17.413225703730735,-41.499999999999204
120,93,-64.07520914937156,24.335327154835802,-17.701597217141977,-41.499999999999204
120,94,-64.68304459342428,24.800221377883826,-17.96126909697852,-41.499999999999204
120,95,-65.47164807049893,24.800221377883826,-18.271346744347174,-42.499999999999716
120,96,-65.2660053341986,25.048729363914386,-18.437475054883002,-44.49999999999932
120,97,-65.8512158038225,24.743847050484455,-18.652156976203052,-43.99999999999977
120,98,-66.1627590468547,25.745900131132654,-18.910486521497212,-45.49999999999983
120,99,-66.54497229784941,25.123822716665547,-19.15257909738291,-45.999999999999375
120,100,-67.53891718172031,25.745900131132654,-19.44963659045513,-46.50000000000034
120,101,-68.18939054702318,25.8659566679068,-19.624015003464734,-45.000000000000284
120,102,-67.65475098817893,25.524124335166796,-19.81273250333286,-46.999999999999886
120,103,-69.1500037567839,25.428339701012337,-20.080052643604255,-45.999999999999375
120,104,-69.91833734342204,25.147457871576737,-20.285590687360116,-45.000000000000284
120,105,-71.06119303592249,25.611817626179015,-20.560655401876488,-45.000000000000284
120,106,-70.87612278648172,25.85582250295565,-20.78244437676059,-43.99999999999977
120,107,-71.61905479050237,25.945778592468926,-20.94931985447011,-43.99999999999977
120,108,-72.46409213302796,26.23004264749179,-21.18792257666663,-42.99999999999926
120,109,-73.3455452534708,25.94510242712534,-21.41205480098581,-42.00000000000017
120,110,-73.68438985682815,26.24037105626042,-21.663999171334893,-42.00000000000017
120,111,-73.82890925362686,26.560449230944883,-21.817694916158967,-39.00000000000006
120,112,-74.80164349216032,26.922686613225128,-21.970308347145245,-39.99999999999915
120,113,-75.36836604409018,26.922686613225128,-22.206154721182383,-42.00000000000017
120,114,-76.95601789792997,26.860197157949386,-22.393883243012162,-41.499999999999204
120,115,-77.22931335382454,26.93977319548812,-22.643500346908468,-41.499999999999204
120,116,-77.22931335382454,27.19041878836504,-22.820518280312655,-41.499999999999204
120,117,-77.80330711512039,27.362314444654412,-23.001401273153583,-41.499999999999204
120,118,-77.5362753525737,27.148691757398574,-23.203451159410864,-40.500000000000114
120,119,-77.80330711512039,27.45144010155918,-23.429237893631527,-41.499999999999204
120,120,-78.5189870396355,26.946277142714596,-23.70756462636521,-40.500000000000114
240,0,0.0,0.0,0.0,0.0
240,1,-2.5083141595501854,2.571874040943175,-0.05804350125489234,-1.999999999999602
240,2,-3.578799652049719,3.52418226361631,-0.11224519348692381,-3.0000000000001137
240,3,-4.502060066641867,4.524781959567286,-0.07468505436387018,-3.0000000000001137
240,4,-5.58099373437763,5.616697729370016,-0.2399339503120828,-7.9999999999998295
240,5,-6.637647790278776,5.884715424796955,-0.46883578510103724,-7.500000000000284
240,6,-7.479643525233378,7.1715218990553256,-0.5495070552663059,-9.99999999999801
240,7,-7.622263915988881,7.686744812387132,-0.6031033720307044,-10.500000000000398
240,8,-8.165955126577911,8.507750586759684,-0.6316727916018825,-11.499999999999488
240,9,-9.288343413037081,9.145031485633,-0.7871039497070889,-9.499999999999886
240,10,-10.837642425502413,9.601202383495954,-0.9026358268214834,-9.000000000000341
240,11,-11.146012095643442,10.63952851132744,-0.9543380494138619,-10.500000000000398
240,12,-11.364354391021765,10.621986627172072,-1.0226605615639155,-9.499999999999886
240,13,-11.74766470939521,11.080793014778894,-1.0633510384936948,-12.5
240,14,-12.788364444532228,11.953778758043029,-1.1585700841640034,-15.500000000000114
240,15,-13.610135158050166,12.731256109926443,-1.2908868818904213,-14.999999999999147
240,16,-14.534284829276503,12.423498225619864,-1.3373342010670284,-13.49999999999909
240,17,-14.846147847343847,13.357640424254107,-1.362763090082442,-15.500000000000114
240,18,-15.0498849572693,14.259006843119469,-1.401450019502708,-15.500000000000114
240,19,-15.840266280470319,14.823625324041362,-1.498802775287077,-17.99999999999926
240,20,-17.136766728063648,15.641299105180181,-1.6507883240062744,-18.999999999999773
240,21,-17.68831226619439,15.38517213164725,-1.677939552741614,-18.500000000000227
240,22,-18.18352899376396,16.006846724992872,-1.7345743985651847,-20.000000000000284
240,23,-18.140524283806922,16.116925274843947,-1.8080512140895213,-20.49999999999983
240,24,-19.097788224496743,16.68446615482603,-1.8836053450429362,-23.000000000000398
240,25,-20.094042904122507,17.43955920475192,-1.9065896171796421,-23.99999999999949
240,26,-20.51577121012706,17.43955920475192,-1.8565369778551637,-25.99999999999909
240,27,-21.282233698383767,18.274224511943032,-1.8968893396882238,-25.0
240,28,-21.740760501800214,18.142825589375825,-1.9276300208169148,-25.0
240,29,-21.925058538217247,18.607008103190303,-1.9959745769504438,-25.99999999999909
240,30,-22.95078326785518,19.62367264728927,-1.9526609782050022,-23.99999999999949
240,31,-23.167759737644296,20.330835529385446,-1.9438670020452162,-20.999999999999375
240,32,-23.959241206343602,20.21345143544126,-1.94739831438004,-23.000000000000398
240,33,-23.486022555386775,20.513562842196336,-2.0226386945418753,-23.99999999999949
240,34,-23.966862519077672,20.614745716215417,-2.0518713800735715,-23.499999999999943
240,35,-25.27596529352332,22.398234922164235,-2.012809440858577,-25.0
240,36,-25.522161167495664,22.745649624205956,-1.9560362832476583,-24.499999999999034
240,37,-26.02406427870787,22.70213714205292,-1.9637758580903844,-24.499999999999034
240,38,-25.447566029307858,22.369080446891548,-2.0568477067375706,-25.499999999999545
240,39,-26.34046308296698,22.486123564723812,-2.12398919677708,-25.499999999999545
240,40,-27.2729106095483,24.4153828866517,-2.0611359199947428,-25.0
240,41,-27.91749704968605,24.026848694457662,-2.024419454674312,-21.999999999999886
240,42,-28.931424983357932,24.52316986946872,-2.01840716827754,-21.50000000000034
240,43,-28.032074164514324,24.003005958743298,-2.114982710955986,-22.49999999999943
240,44,-27.492587004653853,24.466677759970842,-2.1651728624660653,-21.50000000000034
240,45,-28.45551451941243,26.098677044710172,-2.0598657629318273,-22.49999999999943
240,46,-29.361985786442276,26.736522036504955,-1.9968531549255648,-22.49999999999943
240,47,-29.867040856985017,25.675147741612722,-2.038012055963879,-23.499999999999943
240,48,-29.164575338682877,26.0688318419712,-2.102917514253105,-23.499999999999943
240,49,-29.972447085899493,27.500422666118638,-2.186699892729212,-24.499999999999034
240,50,-30.867146998910584,27.99464569133079,-2.075177005662226,-26.500000000000057
240,51,-31.37149718810574,27.173392407101066,-2.0183342280832384,-26.500000000000057
240,52,-32.288396685224875,27.1866367637636,-2.009818668005997,-26.500000000000057
240,53,-31.91538634928488,27.907624511905862,-2.040533475665327,-26.500000000000057
240,54,-32.57781592092217,28.88956698878207,-2.133551643007925,-25.499999999999545
240,55,-33.285050009952165,29.705152132861812,-2.0463268279621696,-26.500000000000057
240,56,-33.18939777834119,30.95492257483381,-1.9752897972272119,-27.499999999999147
240,57,-33.88521407316991,29.940007080575022,-1.9606841673014463,-28.49999999999966
240,58,-33.518887604384126,30.461364396136275,-2.0096793242561124,-30.49999999999926
240,59,-34.327866841493105,31.091049764256322,-2.1258353752625876,-28.49999999999966
240,60,-35.566727927717324,31.776509076222297,-1.9080811246580207,-28.49999999999966
240,61,-35.29709799288407,31.776509076222297,-1.8727636601489823,-28.999999999999204
240,62,-36.33874017410796,32.081964319681795,-1.808664748196096,-31.999999999999318
240,63,-36.34436285317127,32.603631141363465,-1.8367061409999614,-32.500000000000284
240,64,-35.566727927717324,32.73891143649632,-2.0135311000459106,-34.499999999999886
240,65,-37.07225273051714,33.99966905760439,-1.8630315946542395,-35.5000000000004
240,66,-36.384212583797336,34.10422806933926,-1.816458020653142,-35.99999999999994
240,67,-37.80694299876565,34.629016619005256,-1.7336307089959582,-35.99999999999994
240,68,-38.76915699189848,34.33614452877956,-1.7893499784285458,-34.00000000000034
240,69,-38.17256761407134,34.2696068036857,-1.9322580230018933,-33.499999999999375
240,70,-38.66984792256835,35.68361224955579,-1.8227307320874206,-31.999999999999318
240,71,-38.60667840989409,35.33533703028201,-1.746540716691597,-31.999999999999318
240,72,-39.47626645653844,34.95683377107195,-1.7044381231780532,-31.999999999999318
240,73,-39.79960913993876,34.99645500048629,-1.763996592843511,-34.00000000000034
240,74,-38.68568084463109,34.99645500048629,-1.867746759864423,-34.99999999999943
240,75,-40.71909287222113,36.89596661405257,-1.751696714934372,-34.99999999999943
240,76,-40.77148427532883,36.306764920481186,-1.6370809853706767,-34.00000000000034
240,77,-41.247808941353064,36.306764920481186,-1.6281346135076622,-37.999999999999545
240,78,-41.620407958427,36.50139999573126,-1.7247280067693724,-36.49999999999949
240,79,-40.74389716466917,35.76272881941402,-1.8173533597244893,-34.499999999999886
240,80,-41.66328657281111,37.61633181354264,-1.6859269412106597,-36.49999999999949
240,81,-40.68806924337326,37.3883074021178,-1.6238653389425193,-35.5000000000004
240,82,-42.07959334109506,37.58167673090875,-1.6328469224709103,-36.49999999999949
240,83,-41.84635870478165,37.262206102598114,-1.7311872341336823,-39.4999999999996
240,84,-41.86314436149672,37.65312566474509,-1.8002926718937886,-40.500000000000114
240,85,-42.895208155229625,38.05933103463088,-1.6256237129501403,-40.500000000000114
240,86,-42.67377178383577,38.70671338524154,-1.586851374656898,-40.500000000000114
240,87,-43.89549779203665,39.23789189452137,-1.6436206495085723,-39.4999999999996
240,88,-44.90322031006962,39.553658662475925,-1.7987964192529615,-39.4999999999996
240,89,-44.93783711500356,40.74001955177157,-1.8728772673749188,-40.500000000000114
240,90,-45.19875613518023,40.34270884938581,-1.9152401068997218,-41.499999999999204
240,91,-44.91672097792762,41.07474350092484,-1.906361513001112,-40.500000000000114
240,92,-46.09339625877018,41.50842198688265,-1.944031983910127,-41.499999999999204
240,93,-46.67349492237193,41.441781622159844,-2.0852707440078415,-41.499999999999204
240,94,-46.674437888574396,41.441781622159844,-2.2767277226810854,-41.499999999999204
240,95,-46.28888285316841,42.12578472443932,-2.363656887604075,-42.499999999999716
240,96,-47.593903366367236,41.871964562870694,-2.375357343179605,-44.49999999999932
240,97,-48.48791206835178,41.6238946478803,-2.4267427358655027,-43.99999999999977
240,98,-48.48791206835178,41.75852004056788,-2.5597661936276026,-45.49999999999983
240,99,-48.48791206835178,42.12794287649485,-2.7597932865742667,-45.999999999999375
240,100,-48.48791206835178,42.19293441823796,-2.825466110991591,-46.50000000000034
240,101,-50.3107531701656,43.03287914953806,-2.885327934024077,-45.000000000000284
240,102,-51.81194870685196,43.15545367835965,-2.969294666501927,-46.999999999999886
240,103,-52.796958656062834,42.804207876333045,-3.1461111404270823,-45.999999999999375
240,104,-52.58825876274838,44.842503489495904,-3.3654091661170105,-45.000000000000284
240,105,-52.99680809362762,44.90929410392313,-3.4343968543423404,-45.000000000000284
240,106,-54.46728406344996,44.860882491686375,-3.5040245989138348,-43.99999999999977
240,107,-54.46728406344996,45.67454249685018,-3.525396892452539,-43.99999999999977
240,108,-54.80298620126022,45.90706626573925,-3.6467181772791637,-42.99999999999926
240,109,-55.97530928698638,46.880278139451775,-3.8622665737723896,-42.00000000000017
240,110,-56.67319478472818,46.530915195097926,-3.9199254614657213,-42.00000000000017
240,111,-58.286566158686995,46.4446545861093,-3.9637563756432863,-39.00000000000006
240,112,-59.257428956314406,45.90706626573925,-4.021389944895645,-39.99999999999915
240,113,-59.0853763130353,45.930737189264576,-4.148083739098558,-42.00000000000017
240,114,-59.67728488327839,47.6190562664094,-4.34608924224439,-41.499999999999204
240,115,-59.8547734823857,47.50354447649529,-4.461340687329842,-41.499999999999204
240,116,-59.725998815213565,47.51784052067587,-4.522614787412146,-41.499999999999204
240,117,-60.7904563426922,46.48526921244191,-4.563031698624895,-41.499999999999204
240,118,-61.30306652605709,47.19357048294263,-4.691700127682684,-40.500000000000114
240,119,-61.187439056056576,47.91391061328275,-4.929566716766875,-41.499999999999204
240,120,-61.62379757254684,48.74764951598755,-5.109017762820068,-40.500000000000114
240,121,-63.210429686356576,49.16094746907279,-5.132980589865631,-42.499999999999716
240,122,-62.910497575201575,49.19516679926541,-5.156356812537396,-41.499999999999204
240,123,-63.467461821054684,50.25419175216653,-5.297629509328583,-41.499999999999204
240,124,-65.08108806757035,50.59649949276782,-5.459216714893491,-42.499999999999716
240,125,-65.46664529213007,50.30369210281224,-5.654574813619406,-40.500000000000114
240,126,-66.89217463691946,51.9974928170503,-5.6819102958929495,-41.499999999999204
240,127,-66.93593712611622,50.59107866871782,-5.698726333720439,-42.00000000000017
240,128,-67.7453086731105,50.99535815848042,-5.814969816735844,-42.00000000000017
240,129,-69.38497013612974,50.99535815848042,-5.996128504332746,-42.00000000000017
240,130,-70.19748933102188,51.84010410536932,-6.151031142314832,-42.00000000000017
240,131,-70.37470111971977,52.274256072213845,-6.227406785270155,-40.99999999999966
240,132,-72.06942237985275,53.473044073017775,-6.232339839274076,-39.99999999999915
240,133,-71.75459722011304,51.7116450059113,-6.341113612686412,-39.99999999999915
240,134,-73.15872820265757,53.64973401528779,-6.535460078268383,-39.99999999999915
240,135,-73.69455228256061,53.700554429219494,-6.699932024153909,-37.999999999998124
240,136,-75.24193115414965,53.64973401528779,-6.759218960832621,-37.999999999998124
240,137,-76.16441598692245,53.572764168810245,-6.801413969656807,-37.999999999998124
240,138,-74.30674730431099,52.289573976648676,-6.9185055886538525,-36.999999999999034
240,139,-75.69571904305394,54.590480781537394,-7.081497263489375,-37.999999999998124
240,140,-76.11878884093029,53.64973401528779,-7.245846850038963,-35.99999999999994
240,141,-77.27418162165476,55.704572226057536,-7.275073746438112,-36.999999999999034
240,142,-78.03029198929599,54.67100436780423,-7.3038404114099835,-37.999999999998124
240,143,-78.15877377877565,54.013088320853534,-7.390150012411928,-39.00000000000006
240,144,-79.46258223127485,54.03569545197269,-7.576696361501814,-39.99999999999915
240,145,-78.35234684989503,54.37213498468061,-7.674161497242394,-40.99999999999966
240,146,-81.05354317799241,55.323422002404136,-7.68059000658762,-39.99999999999915
240,147,-81.25155419601704,55.99127740168507,-7.716991261223789,-39.99999999999915
240,148,-82.20574095726698,55.86178251850609,-7.80566394846969,-40.99999999999966
240,149,-82.5137181762598,55.86178251850609,-7.9667553426181605,-40.99999999999966
240,150,-84.46976817983389,56.04290611379807,-8.06402311246917,-40.99999999999966
240,151,-84.15184892868092,57.89392565331411,-8.03329218685961,-42.00000000000017
240,152,-85.07394046927418,56.202235183373915,-8.085815892472295,-42.99999999999926
240,153,-84.52392505866331,57.351430052331565,-8.163499547765461,-42.99999999999926
240,154,-84.15184892868092,57.57093459869099,-8.338834273158174,-42.99999999999926
240,155,-84.31839224203364,57.94661519073405,-8.35143098720103,-42.99999999999926
240,156,-85.71021650143288,58.75501563666113,-8.375780713619053,-42.00000000000017
240,157,-85.71021650143288,58.91690129911832,-8.381939231677533,-45.000000000000284
240,158,-87.17298928254814,59.01020796365693,-8.54677727970418,-43.99999999999977
240,159,-86.80055994552706,58.86031111732299,-8.776652547885469,-42.99999999999926
240,160,-87.52135439511336,58.86031111732299,-8.798576730687554,-42.99999999999926
240,161,-88.92359153376181,59.58306267534949,-8.846332265653086,-45.000000000000284
240,162,-89.0597522712914,59.3895989324811,-8.844325694718055,-48.0000000000004
240,163,-90.62714242720357,59.502432271501114,-8.93156442909064,-48.0000000000004
240,164,-90.24702919654983,59.550781937752284,-9.15101639104604,-48.0000000000004
240,165,-90.06363757909612,60.94097437190686,-9.200963422484174,-48.99999999999949
240,166,-91.08638866485714,59.502432271501114,-9.241624825016263,-50.0
240,167,-91.91065174355717,61.743449170476794,-9.301728603723527,-48.99999999999949
240,168,-93.06652754887394,60.98574053866478,-9.428100546465794,-50.499999999999545
240,169,-93.50196107502532,60.82067360555166,-9.722699543909838,-49.499999999999034
240,170,-93.47348231916072,60.82067360555166,-9.803070553886728,-49.499999999999034
240,171,-94.40815563061086,60.98574053866478,-9.84527544489686,-48.49999999999994
240,172,-94.61862180877311,61.549020012165045,-9.860251454115925,-47.49999999999943
240,173,-95.29135487325416,61.844237148641156,-10.01985307261448,-47.49999999999943
240,174,-95.69262033306698,62.392303930405035,-10.285644604135612,-48.49999999999994
