run,horizon_minutes,strategy,trades,long_trades,short_trades,gross_cad,spread_cad,extra_slippage_cad,fees_cad,net_cad,stress_net_cad,win_fraction,max_drawdown_cad,held_minutes,priced_subset_net_cad,unpriced_trades,accounting_status
base-1729,240,simple_momentum,8,5,3,49.9999999999261,99.99999999999432,80.0,32.0,-162.00000000006798,-402.000000000068,0.625,1876.0000000000205,1912.0,-162.00000000006798,0,complete_priced_book
cgb_only-1729,60,always_long,48,48,0,-1285.000000000025,645.0000000000813,480.0,192.0,-2602.0000000001064,-4042.000000000106,0.3333333333333333,3532.000000000054,2832.0,-2602.0000000001064,0,complete_priced_book
cgb_only-1729,60,always_short,48,0,48,1285.000000000025,645.0000000001381,480.0,192.0,-32.00000000011312,-1472.0000000001132,0.4791666666666667,1615.0000000000375,2832.0,-32.00000000011312,0,complete_priced_book
cgb_only-1729,60,model,16,2,14,2744.9999999999195,195.00000000005,160.0,64.0,2325.999999999869,1845.999999999869,0.625,292.0000000000296,944.0,2325.999999999869,0,complete_priced_book
cgb_only-1729,60,simple_momentum,39,23,16,269.99999999988233,539.999999999992,390.0,156.0,-816.0000000001097,-1986.00000000011,0.4871794871794871,1230.00000000008,2301.0,-816.0000000001097,0,complete_priced_book
cgb_only-1729,120,always_long,24,24,0,-1209.99999999988,350.0000000001222,240.0,96.0,-1896.0000000000025,-2616.0000000000023,0.4166666666666667,3027.999999999985,2856.0,-1896.0000000000025,0,complete_priced_book
cgb_only-1729,120,always_short,24,0,24,1209.99999999988,349.9999999999517,240.0,96.0,523.9999999999284,-196.0000000000716,0.5416666666666666,1360.0000000000168,2856.0,523.9999999999284,0,complete_priced_book
cgb_only-1729,120,model,11,0,11,1974.999999999966,155.00000000002956,110.0,44.0,1665.9999999999363,1335.9999999999363,0.6363636363636364,278.0,1309.0,1665.9999999999363,0,complete_priced_book
cgb_only-1729,120,simple_momentum,22,12,10,1949.9999999999457,310.0000000000307,220.0,88.0,1331.9999999999154,671.9999999999153,0.6363636363636364,717.9999999999977,2618.0,1331.9999999999154,0,complete_priced_book
cgb_only-1729,240,always_long,8,8,0,-875.0000000000568,105.00000000000398,80.0,32.0,-1092.000000000061,-1332.000000000061,0.25,2374.0000000000296,1912.0,-1092.000000000061,0,complete_priced_book
cgb_only-1729,240,always_short,8,0,8,875.0000000000568,105.0000000000324,80.0,32.0,658.0000000000244,418.0000000000245,0.75,1133.9999999999886,1912.0,658.0000000000244,0,complete_priced_book
cgb_only-1729,240,model,6,0,6,1295.0000000000018,85.00000000003638,60.0,24.0,1125.9999999999654,945.9999999999652,0.6666666666666666,829.9999999999955,1434.0,1125.9999999999654,0,complete_priced_book
cgb_only-1729,240,simple_momentum,8,5,3,49.9999999999261,99.99999999999432,80.0,32.0,-162.00000000006798,-402.000000000068,0.625,1876.0000000000205,1912.0,-162.00000000006798,0,complete_priced_book
fast_decay-1729,60,always_long,48,48,0,-835.000000000008,645.0000000001097,480.0,192.0,-2152.000000000118,-3592.000000000118,0.3125,2338.000000000081,2832.0,-2152.000000000118,0,complete_priced_book
fast_decay-1729,60,always_short,48,0,48,835.000000000008,645.0000000001097,480.0,192.0,-482.00000000010175,-1922.0000000001016,0.4375,1128.0000000001132,2832.0,-482.00000000010175,0,complete_priced_book
fast_decay-1729,60,model,22,15,7,70.0000000000216,300.0000000000398,220.0,88.0,-538.0000000000182,-1198.0000000000182,0.4090909090909091,897.9999999999966,1298.0,-538.0000000000182,0,complete_priced_book
fast_decay-1729,60,simple_momentum,40,19,21,-1485.000000000042,525.0000000001052,400.0,160.0,-2570.000000000148,-3770.000000000147,0.275,2830.00000000014,2360.0,-2570.000000000148,0,complete_priced_book
fast_decay-1729,120,always_long,24,24,0,-820.0000000000074,350.00000000003695,240.0,96.0,-1506.0000000000443,-2226.000000000045,0.2916666666666667,1964.0000000000427,2856.0,-1506.0000000000443,0,complete_priced_book
fast_decay-1729,120,always_short,24,0,24,820.0000000000074,350.00000000003695,240.0,96.0,133.99999999997044,-586.0000000000296,0.4583333333333333,752.0000000000284,2856.0,133.99999999997044,0,complete_priced_book
fast_decay-1729,120,model,17,8,9,194.9999999999648,244.9999999999904,170.0,68.0,-288.0000000000256,-798.0000000000256,0.4117647058823529,746.0000000000256,2023.0,-288.0000000000256,0,complete_priced_book
fast_decay-1729,120,simple_momentum,20,12,8,-565.0000000000688,265.000000000029,200.0,80.0,-1110.0000000000978,-1710.0000000000978,0.35,1834.0000000000705,2380.0,-1110.0000000000978,0,complete_priced_book
fast_decay-1729,240,always_long,8,8,0,-484.9999999999852,105.0000000000324,80.0,32.0,-702.0000000000176,-942.0000000000176,0.25,1218.0000000000186,1912.0,-702.0000000000176,0,complete_priced_book
fast_decay-1729,240,always_short,8,0,8,484.9999999999852,105.00000000000398,80.0,32.0,267.99999999998124,27.99999999998124,0.375,494.000000000025,1912.0,267.99999999998124,0,complete_priced_book
fast_decay-1729,240,model,8,7,1,405.0000000000296,105.0000000000182,80.0,32.0,188.00000000001137,-51.99999999998863,0.375,754.0000000000017,1912.0,188.00000000001137,0,complete_priced_book
fast_decay-1729,240,simple_momentum,8,3,5,244.99999999997613,94.99999999999886,80.0,32.0,37.99999999997726,-202.0000000000228,0.375,954.000000000033,1912.0,37.99999999997726,0,complete_priced_book
liquidity_shock-1729,60,always_long,48,48,0,-1304.999999999936,1185.0000000001587,480.0,192.0,-3162.0000000000946,-4602.000000000095,0.3125,4499.000000000053,2832.0,-3162.0000000000946,0,complete_priced_book
liquidity_shock-1729,60,always_short,48,0,48,1304.999999999936,1185.0000000000591,480.0,192.0,-552.0000000001235,-1992.0000000001232,0.4583333333333333,2438.000000000035,2832.0,-552.0000000001235,0,complete_priced_book
liquidity_shock-1729,60,model,39,15,24,5649.999999999878,1110.000000000028,390.0,156.0,3993.99999999985,2823.99999999985,0.6666666666666666,379.0000000000116,2301.0,3993.99999999985,0,complete_priced_book
liquidity_shock-1729,60,simple_momentum,38,21,17,1525.00000000002,1075.000000000102,380.0,152.0,-82.00000000008242,-1222.0000000000823,0.5,1420.0000000000086,2242.0,-82.00000000008242,0,complete_priced_book
liquidity_shock-1729,120,always_long,24,24,0,-1329.999999999984,690.0000000000546,240.0,96.0,-2356.0000000000387,-3076.0000000000387,0.375,3888.000000000016,2856.0,-2356.0000000000387,0,complete_priced_book
liquidity_shock-1729,120,always_short,24,0,24,1329.999999999984,690.0000000000546,240.0,96.0,303.9999999999294,-416.0000000000706,0.5,2060.000000000005,2856.0,303.9999999999294,0,complete_priced_book
liquidity_shock-1729,120,model,20,6,14,339.9999999999324,560.0000000000023,200.0,80.0,-500.0000000000696,-1100.0000000000696,0.7,2461.9999999999864,2380.0,-500.0000000000696,0,complete_priced_book
liquidity_shock-1729,120,simple_momentum,20,11,9,2379.999999999938,549.9999999999972,200.0,80.0,1549.999999999941,949.9999999999416,0.65,1137.9999999999852,2380.0,1549.999999999941,0,complete_priced_book
liquidity_shock-1729,240,always_long,8,8,0,-1084.9999999999795,105.0000000000466,80.0,32.0,-1302.0000000000264,-1542.0000000000264,0.25,3070.0000000000086,1912.0,-1302.0000000000264,0,complete_priced_book
liquidity_shock-1729,240,always_short,8,0,8,1084.9999999999795,104.99999999998975,80.0,32.0,867.9999999999898,627.9999999999898,0.75,1737.9999999999895,1912.0,867.9999999999898,0,complete_priced_book
liquidity_shock-1729,240,model,7,3,4,1605.0000000000468,145.00000000003865,70.0,28.0,1362.000000000008,1152.000000000008,0.7142857142857143,1199.9999999999964,1673.0,1362.000000000008,0,complete_priced_book
liquidity_shock-1729,240,simple_momentum,8,5,3,-100.00000000002274,120.00000000003295,80.0,32.0,-332.00000000005593,-572.0000000000559,0.625,2568.0000000000064,1912.0,-332.00000000005593,0,complete_priced_book
decoupling-1729,60,always_long,48,48,0,-254.9999999999528,645.0000000001097,480.0,192.0,-1572.0000000000623,-3012.0000000000628,0.3125,3178.000000000009,2832.0,-1572.0000000000623,0,complete_priced_book
decoupling-1729,60,always_short,48,0,48,254.9999999999528,645.0000000001097,480.0,192.0,-1062.000000000157,-2502.000000000157,0.5416666666666666,2122.0000000000546,2832.0,-1062.000000000157,0,complete_priced_book
decoupling-1729,60,model,39,13,26,4214.999999999946,515.0000000000432,390.0,156.0,3153.999999999904,1983.999999999904,0.6923076923076923,832.0000000000416,2301.0,3153.999999999904,0,complete_priced_book
decoupling-1729,60,simple_momentum,43,19,24,2020.0000000000243,580.0000000001546,430.0,172.0,837.9999999998699,-452.00000000013017,0.5348837209302325,920.0000000000152,2537.0,837.9999999998699,0,complete_priced_book
decoupling-1729,120,always_long,24,24,0,-120.00000000001876,350.0000000000085,240.0,96.0,-806.0000000000273,-1526.0000000000273,0.4583333333333333,2598.000000000008,2856.0,-806.0000000000273,0,complete_priced_book
decoupling-1729,120,always_short,24,0,24,120.00000000001876,350.00000000006537,240.0,96.0,-566.0000000000466,-1286.0000000000466,0.5416666666666666,1818.000000000027,2856.0,-566.0000000000466,0,complete_priced_book
decoupling-1729,120,model,20,5,15,1579.9999999999557,279.9999999999869,200.0,80.0,1019.9999999999688,419.9999999999688,0.6,778.0000000000068,2380.0,1019.9999999999688,0,complete_priced_book
decoupling-1729,120,simple_momentum,24,11,13,580.0000000000836,360.0000000000847,240.0,96.0,-116.00000000000114,-836.0000000000013,0.625,1209.999999999986,2856.0,-116.00000000000114,0,complete_priced_book
decoupling-1729,240,always_long,8,8,0,304.9999999999784,104.99999999998975,80.0,32.0,87.99999999998852,-152.00000000001148,0.25,2040.00000000001,1912.0,87.99999999998852,0,complete_priced_book
decoupling-1729,240,always_short,8,0,8,-304.9999999999784,105.0000000000466,80.0,32.0,-522.0000000000249,-762.0000000000249,0.375,1838.0000000000005,1912.0,-522.0000000000249,0,complete_priced_book
decoupling-1729,240,model,8,5,3,1214.9999999999466,104.99999999998975,80.0,32.0,997.9999999999568,757.9999999999568,0.5,1320.0000000000427,1912.0,997.9999999999568,0,complete_priced_book
decoupling-1729,240,simple_momentum,8,4,4,-1244.999999999976,105.0000000000466,80.0,32.0,-1462.0000000000227,-1702.0000000000227,0.25,1938.0000000000164,1912.0,-1462.0000000000227,0,complete_priced_book
feed_gaps-1729,60,always_long,8,8,0,,100.00000000006536,80.0,32.0,,,0.25,,472.0,-892.0000000000438,8,INCOMPLETE_UNPRICED_OPEN_TRADE
feed_gaps-1729,60,always_short,8,0,8,,99.9999999999801,80.0,32.0,,,0.5,,472.0,467.9999999999983,8,INCOMPLETE_UNPRICED_OPEN_TRADE
feed_gaps-1729,60,model,32,13,19,,415.0000000001626,320.0,128.0,,,0.625,,1898.0,2671.999999999862,1,INCOMPLETE_UNPRICED_OPEN_TRADE
feed_gaps-1729,60,simple_momentum,31,19,12,,410.0000000001103,310.0,124.0,,,0.5161290322580645,,1834.0,-1434.0000000001137,1,INCOMPLETE_UNPRICED_OPEN_TRADE
feed_gaps-1729,120,always_long,16,16,0,-794.9999999999734,235.0000000000847,160.0,64.0,-1254.000000000058,-1734.000000000058,0.4375,1906.0000000000364,1904.0,-1254.000000000058,0,complete_priced_book
feed_gaps-1729,120,always_short,16,0,16,794.9999999999734,234.999999999971,160.0,64.0,336.0000000000023,-143.99999999999773,0.4375,756.0000000000028,1904.0,336.0000000000023,0,complete_priced_book
feed_gaps-1729,120,model,16,4,12,1560.0000000000307,230.0000000000608,160.0,64.0,1105.99999999997,625.9999999999699,0.5625,784.0000000000313,1904.0,1105.99999999997,0,complete_priced_book
feed_gaps-1729,120,simple_momentum,16,7,9,1189.9999999999268,240.0000000000091,160.0,64.0,725.9999999999176,245.9999999999176,0.5625,707.9999999999926,1909.0,725.9999999999176,0,complete_priced_book
feed_gaps-1729,240,always_long,8,8,0,-875.0000000000568,105.00000000000398,80.0,32.0,-1092.000000000061,-1332.000000000061,0.25,2374.0000000000305,1912.0,-1092.000000000061,0,complete_priced_book
feed_gaps-1729,240,always_short,8,0,8,875.0000000000568,105.0000000000324,80.0,32.0,658.0000000000244,418.0000000000245,0.75,1133.9999999999882,1912.0,658.0000000000244,0,complete_priced_book
feed_gaps-1729,240,model,8,4,4,1589.9999999999466,119.99999999996191,80.0,32.0,1357.9999999999843,1117.9999999999843,0.75,728.0000000000033,1912.0,1357.9999999999843,0,complete_priced_book
feed_gaps-1729,240,simple_momentum,8,5,3,49.9999999999261,99.99999999999432,80.0,32.0,-162.00000000006798,-402.000000000068,0.625,1876.00000000002,1912.0,-162.00000000006798,0,complete_priced_book
null-1729,60,always_long,48,48,0,-854.9999999999471,645.0000000000955,480.0,192.0,-2172.0000000000427,-3612.0000000000414,0.3333333333333333,2418.0000000000364,2832.0,-2172.0000000000427,0,complete_priced_book
null-1729,60,always_short,48,0,48,854.9999999999471,645.0000000001239,480.0,192.0,-462.0000000001768,-1902.000000000177,0.4791666666666667,1124.000000000175,2832.0,-462.0000000001768,0,complete_priced_book
null-1729,60,model,14,1,13,1099.9999999999943,180.00000000006366,140.0,56.0,723.9999999999307,303.99999999993065,0.6428571428571429,432.00000000000045,826.0,723.9999999999307,0,complete_priced_book
null-1729,60,simple_momentum,37,18,19,-1095.0000000000273,505.0000000000949,370.0,148.0,-2118.0000000001223,-3228.0000000001223,0.3243243243243243,2644.000000000087,2183.0,-2118.0000000001223,0,complete_priced_book
null-1729,120,always_long,24,24,0,-860.0000000000563,350.00000000006537,240.0,96.0,-1546.0000000001216,-2266.000000000122,0.3333333333333333,2014.0000000000823,2856.0,-1546.0000000001216,0,complete_priced_book
null-1729,120,always_short,24,0,24,860.0000000000563,350.0000000000085,240.0,96.0,174.00000000004775,-545.9999999999523,0.5416666666666666,711.9999999999795,2856.0,174.00000000004775,0,complete_priced_book
null-1729,120,model,13,0,13,719.9999999999704,180.00000000000682,130.0,52.0,357.9999999999636,-32.00000000003638,0.3846153846153846,574.0000000000023,1547.0,357.9999999999636,0,complete_priced_book
null-1729,120,simple_momentum,20,12,8,-734.9999999999994,275.0000000000483,200.0,80.0,-1290.0000000000475,-1890.000000000048,0.25,2034.0000000000416,2380.0,-1290.0000000000475,0,complete_priced_book
null-1729,240,always_long,8,8,0,-494.9999999999761,105.00000000006082,80.0,32.0,-712.000000000037,-952.000000000037,0.25,1248.000000000034,1912.0,-712.000000000037,0,complete_priced_book
null-1729,240,always_short,8,0,8,494.9999999999761,104.99999999997556,80.0,32.0,278.00000000000057,38.00000000000057,0.5,493.9999999999824,1912.0,278.00000000000057,0,complete_priced_book
null-1729,240,model,8,0,8,375.0,105.00000000000398,80.0,32.0,157.99999999999602,-82.00000000000398,0.5,493.9999999999824,1912.0,157.99999999999602,0,complete_priced_book
null-1729,240,simple_momentum,8,4,4,84.99999999997954,95.00000000002728,80.0,32.0,-122.00000000004776,-362.00000000004775,0.375,1054.0000000000273,1912.0,-122.00000000004776,0,complete_priced_book
base-2718,60,always_long,48,48,0,-764.9999999999864,565.0000000002393,480.0,192.0,-2002.0000000002256,-3442.0000000002256,0.375,3010.000000000154,2832.0,-2002.0000000002256,0,complete_priced_book
base-2718,60,always_short,48,0,48,764.9999999999864,565.0000000000972,480.0,192.0,-472.0000000001109,-1912.000000000111,0.4791666666666667,1840.000000000065,2832.0,-472.0000000001109,0,complete_priced_book
base-2718,60,model,40,26,14,3164.9999999998927,465.0000000000887,400.0,160.0,2139.999999999804,939.999999999804,0.6,812.0000000000337,2360.0,2139.999999999804,0,complete_priced_book
base-2718,60,simple_momentum,42,20,22,60.000000000016485,500.0000000001279,420.0,168.0,-1028.0000000001114,-2288.0000000001114,0.4523809523809524,2362.0000000000327,2478.0,-1028.0000000001114,0,complete_priced_book
base-2718,120,always_long,24,24,0,-400.0000000000341,310.0000000000591,240.0,96.0,-1046.0000000000932,-1766.0000000000932,0.4166666666666667,2260.000000000054,2856.0,-1046.0000000000932,0,complete_priced_book
base-2718,120,always_short,24,0,24,400.0000000000341,310.00000000008754,240.0,96.0,-246.00000000005343,-966.0000000000534,0.5416666666666666,1748.0000000000475,2856.0,-246.00000000005343,0,complete_priced_book
base-2718,120,model,19,19,0,-375.0,235.0000000000705,190.0,76.0,-876.0000000000705,-1446.0000000000707,0.4736842105263157,2080.00000000004,2261.0,-876.0000000000705,0,complete_priced_book
base-2718,120,simple_momentum,23,9,14,3164.999999999992,275.0000000000909,230.0,92.0,2567.999999999901,1877.999999999901,0.6086956521739131,728.0000000000027,2737.0,2567.999999999901,0,complete_priced_book
base-2718,240,always_long,8,8,0,-1585.0000000000364,105.00000000000398,80.0,32.0,-1802.0000000000405,-2042.0000000000405,0.375,2206.0000000000023,1912.0,-1802.0000000000405,0,complete_priced_book
base-2718,240,always_short,8,0,8,1585.0000000000364,105.0000000000466,80.0,32.0,1367.99999999999,1127.99999999999,0.625,692.0000000000199,1912.0,1367.99999999999,0,complete_priced_book
base-2718,240,model,6,6,0,-1334.9999999999511,75.00000000005969,60.0,24.0,-1494.000000000011,-1674.000000000011,0.5,2002.000000000005,1434.0,-1494.000000000011,0,complete_priced_book
base-2718,240,simple_momentum,8,3,5,2589.999999999975,100.00000000000853,80.0,32.0,2377.9999999999663,2137.9999999999663,1.0,494.000000000005,1912.0,2377.9999999999663,0,complete_priced_book
null-2718,60,always_long,48,48,0,-94.99999999999886,565.0000000001967,480.0,192.0,-1332.0000000001955,-2772.0000000001955,0.4583333333333333,1760.0000000001728,2832.0,-1332.0000000001955,0,complete_priced_book
null-2718,60,always_short,48,0,48,94.99999999999886,565.0000000001398,480.0,192.0,-1142.000000000141,-2582.000000000141,0.4166666666666667,1845.000000000124,2832.0,-1142.000000000141,0,complete_priced_book
null-2718,60,model,15,12,3,-55.00000000003524,185.00000000001648,150.0,60.0,-450.0000000000517,-900.0000000000517,0.5333333333333333,678.0000000000267,885.0,-450.0000000000517,0,complete_priced_book
null-2718,60,simple_momentum,43,21,22,445.00000000005,525.0000000001052,430.0,172.0,-682.0000000000551,-1972.0000000000543,0.4186046511627907,1415.0000000000207,2537.0,-682.0000000000551,0,complete_priced_book
null-2718,120,always_long,24,24,0,360.0000000000847,310.00000000013017,240.0,96.0,-286.0000000000455,-1006.0000000000456,0.5416666666666666,990.000000000016,2856.0,-286.0000000000455,0,complete_priced_book
null-2718,120,always_short,24,0,24,-360.0000000000847,310.0000000000165,240.0,96.0,-1006.0000000001012,-1726.000000000101,0.375,1639.0000000000937,2856.0,-1006.0000000001012,0,complete_priced_book
null-2718,120,model,11,11,0,-9.999999999962483,130.0000000000665,110.0,44.0,-294.000000000029,-624.000000000029,0.5454545454545454,576.000000000017,1309.0,-294.000000000029,0,complete_priced_book
null-2718,120,simple_momentum,22,10,12,-15.0000000000432,274.9999999999915,220.0,88.0,-598.0000000000347,-1258.0000000000343,0.3636363636363636,1322.0000000000284,2618.0,-598.0000000000347,0,complete_priced_book
null-2718,240,always_long,8,8,0,15.000000000071624,105.00000000007503,80.0,32.0,-202.0000000000034,-442.0000000000034,0.5,674.0000000000108,1912.0,-202.0000000000034,0,complete_priced_book
null-2718,240,always_short,8,0,8,-15.000000000071624,104.99999999997556,80.0,32.0,-232.0000000000472,-472.0000000000472,0.375,831.0000000000375,1912.0,-232.0000000000472,0,complete_priced_book
null-2718,240,simple_momentum,8,4,4,-425.0000000000398,104.99999999998975,80.0,32.0,-642.0000000000296,-882.0000000000296,0.375,1014.0000000000352,1912.0,-642.0000000000296,0,complete_priced_book
base-3141,60,always_long,48,48,0,-669.9999999999446,690.0000000000972,480.0,192.0,-2032.0000000000416,-3472.0000000000423,0.3958333333333333,2978.000000000034,2832.0,-2032.0000000000416,0,complete_priced_book
base-3141,60,always_short,48,0,48,669.9999999999446,690.0000000000688,480.0,192.0,-692.0000000001238,-2132.000000000124,0.4375,1639.0000000000882,2832.0,-692.0000000001238,0,complete_priced_book
base-3141,60,model,41,10,31,3340.000000000032,560.0000000001017,410.0,164.0,2205.9999999999304,975.9999999999302,0.6097560975609756,866.0000000000005,2419.0,2205.9999999999304,0,complete_priced_book
base-3141,60,simple_momentum,42,14,28,-159.99999999996817,610.0000000001131,420.0,168.0,-1358.0000000000814,-2618.000000000081,0.4047619047619047,2116.000000000042,2478.0,-1358.0000000000814,0,complete_priced_book
base-3141,120,always_long,24,24,0,-840.0000000000175,410.0000000000108,240.0,96.0,-1586.0000000000286,-2306.000000000028,0.375,2622.0000000000314,2856.0,-1586.0000000000286,0,complete_priced_book
base-3141,120,always_short,24,0,24,840.0000000000175,410.000000000025,240.0,96.0,93.99999999999272,-626.0000000000074,0.5,1381.0000000000211,2856.0,93.99999999999272,0,complete_priced_book
base-3141,120,model,16,5,11,1965.000000000032,235.00000000011312,160.0,64.0,1505.9999999999188,1025.9999999999188,0.5625,818.0000000000302,1904.0,1505.9999999999188,0,complete_priced_book
base-3141,120,simple_momentum,23,8,15,1720.0000000000132,390.0000000000574,230.0,92.0,1007.9999999999558,317.99999999995566,0.5217391304347826,1356.0000000000214,2737.0,1007.9999999999558,0,complete_priced_book
base-3141,240,always_long,8,8,0,-720.0000000000415,139.99999999997215,80.0,32.0,-972.0000000000136,-1212.0000000000136,0.25,2010.000000000012,1912.0,-972.0000000000136,0,complete_priced_book
base-3141,240,always_short,8,0,8,720.0000000000415,140.0000000000432,80.0,32.0,467.9999999999984,227.9999999999984,0.625,1035.0,1912.0,467.9999999999984,0,complete_priced_book
base-3141,240,simple_momentum,8,1,7,1859.9999999999995,140.00000000000057,80.0,32.0,1607.9999999999989,1367.9999999999989,0.75,664.0000000000057,1912.0,1607.9999999999989,0,complete_priced_book
null-3141,60,always_long,48,48,0,609.999999999971,690.0000000000972,480.0,192.0,-752.0000000001262,-2192.0000000001264,0.4166666666666667,1378.0000000000568,2832.0,-752.0000000001262,0,complete_priced_book
null-3141,60,always_short,48,0,48,-609.999999999971,690.0000000000688,480.0,192.0,-1972.00000000004,-3412.00000000004,0.3541666666666667,2157.0000000000464,2832.0,-1972.00000000004,0,complete_priced_book
null-3141,60,simple_momentum,42,20,22,-1079.9999999999557,610.0000000001131,420.0,168.0,-2278.000000000069,-3538.000000000069,0.3333333333333333,2520.0000000000405,2478.0,-2278.000000000069,0,complete_priced_book
null-3141,120,always_long,24,24,0,459.9999999999511,409.99999999996817,240.0,96.0,-286.00000000001705,-1006.000000000017,0.4583333333333333,1060.000000000016,2856.0,-286.00000000001705,0,complete_priced_book
null-3141,120,always_short,24,0,24,-459.9999999999511,410.0000000000677,240.0,96.0,-1206.0000000000186,-1926.0000000000184,0.4583333333333333,1448.0000000000136,2856.0,-1206.0000000000186,0,complete_priced_book
null-3141,120,model,5,0,5,-569.9999999999932,70.0000000000216,50.0,20.0,-710.0000000000148,-860.0000000000148,0.2,776.0000000000131,595.0,-710.0000000000148,0,complete_priced_book
null-3141,120,simple_momentum,21,13,8,949.9999999999602,300.00000000001137,210.0,84.0,355.99999999994884,-274.0000000000512,0.5714285714285714,826.0000000000102,2499.0,355.99999999994884,0,complete_priced_book
null-3141,240,always_long,8,8,0,780.0000000000011,140.00000000001478,80.0,32.0,527.9999999999864,287.9999999999864,0.5,673.9999999999966,1912.0,527.9999999999864,0,complete_priced_book
null-3141,240,always_short,8,0,8,-780.0000000000011,140.00000000000057,80.0,32.0,-1032.0000000000018,-1272.0000000000018,0.375,1190.0000000000043,1912.0,-1032.0000000000018,0,complete_priced_book
null-3141,240,simple_momentum,8,4,4,920.0000000000445,130.00000000003809,80.0,32.0,678.0000000000063,438.0000000000063,0.75,684.0000000000017,1912.0,678.0000000000063,0,complete_priced_book
null-2718,240,model,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,flat_no_trades
base-3141,240,model,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,flat_no_trades
null-3141,60,model,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,flat_no_trades
null-3141,240,model,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,flat_no_trades
