horizon_minutes,decision_time,direction,face_amount,matched_entry_dv01,futures_net,cash_net,funding_cost,dirty_price_change_cad,position_cashflows_cad,status
60,2025-02-25 15:10:00+00:00,-1,102756.56658024281,79.74257397862061,-64.00000000001137,-61.84194241160189,0.010673997716265734,-55.77613708228077,0.0,price_touch_ledger_not_verified_fills
60,2025-02-25 16:40:00+00:00,1,102711.499968047,79.8740648900278,5.999999999996021,6.295261048530838,0.010689208485543165,12.36018025637732,0.0,price_touch_ledger_not_verified_fills
60,2025-02-25 18:05:00+00:00,-1,102713.67388154518,79.8737894143926,65.9999999999983,67.0718685227808,0.01068952214549445,73.1368315225572,0.0,price_touch_ledger_not_verified_fills
60,2025-02-25 19:10:00+00:00,-1,102739.56576935822,79.7920720947829,46.000000000002274,56.825647621735925,0.010680333875840064,62.89111927099893,0.0,price_touch_ledger_not_verified_fills
60,2025-02-26 14:25:00+00:00,-1,102785.92981782524,79.5900930566873,85.99999999999432,107.34362816217899,0.010659591383782053,113.41000634991927,0.0,price_touch_ledger_not_verified_fills
60,2025-02-26 15:30:00+00:00,-1,102785.64875980809,79.64884379335047,345.99999999999943,341.3610482037222,0.010667328372500501,347.42742850729087,0.0,price_touch_ledger_not_verified_fills
60,2025-02-26 16:35:00+00:00,-1,102856.09702876059,79.35049998625487,65.9999999999983,66.79731506853753,0.010632158763571342,72.86506916787631,0.0,price_touch_ledger_not_verified_fills
60,2025-02-26 18:00:00+00:00,-1,102859.09535647967,79.34140569061299,65.9999999999983,64.2973548735641,0.010631384105383472,70.36516816479907,0.0,price_touch_ledger_not_verified_fills
60,2025-02-26 19:05:00+00:00,1,102873.80022590971,79.27884045874833,145.9999999999966,159.06883229641662,0.010624223149210322,165.13693252408405,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 14:05:00+00:00,1,102769.35851173435,79.5412230016197,25.99999999999204,35.045850304624615,0.010656757567397661,41.1118942324267,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 15:30:00+00:00,1,102774.98368534422,79.46119471834123,356.00000000000455,357.6865887287006,0.010646927364569554,363.75273532977207,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 16:35:00+00:00,1,102673.06391287454,79.81203323114272,36.00000000001137,44.656549643949184,0.010687740472075182,50.72069866267875,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 17:45:00+00:00,1,102651.55468350241,79.8987599393044,66.0000000000125,71.11406898313261,0.01069812105449841,77.17779819785716,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 18:50:00+00:00,1,102640.69103913644,79.93318278126083,-24.00000000000512,-13.146072892401376,0.010702265779006213,-7.082556805839641,0.0,price_touch_ledger_not_verified_fills
60,2025-02-27 19:55:00+00:00,1,102636.7860679747,79.91537651025737,-54.00000000000625,-54.71521646324734,0.0106999377430514,-48.65178080414479,0.0,price_touch_ledger_not_verified_fills
60,2025-02-28 14:30:00+00:00,-1,102650.35732429857,79.8182987645717,335.9999999999943,331.84809366600103,0.010691203635244033,337.91179201612226,0.0,price_touch_ledger_not_verified_fills
60,2025-02-28 15:35:00+00:00,1,102696.58770739743,79.60078882053523,475.9999999999949,485.10217332507847,0.01066552827823088,491.16677060750465,0.0,price_touch_ledger_not_verified_fills
60,2025-02-28 16:45:00+00:00,1,102577.68644576952,80.02383958830706,115.99999999999544,117.79309925788331,0.010714915426319296,123.85536790222503,0.0,price_touch_ledger_not_verified_fills
60,2025-02-28 18:05:00+00:00,-1,102542.17285051054,80.14671529383577,16.000000000001137,18.497916336634127,0.010729375316519844,24.559489168960855,0.0,price_touch_ledger_not_verified_fills
60,2025-02-28 19:10:00+00:00,-1,102555.59156443017,80.10971891125962,46.000000000002274,49.03104437481676,0.010725338292735214,55.0928815443981,0.0,price_touch_ledger_not_verified_fills
120,2025-02-19 15:35:00+00:00,-1,102204.72489994868,81.98511543456277,675.9999999999977,683.1632523250684,0.02201146954050945,689.2293582926079,0.0,price_touch_ledger_not_verified_fills
120,2025-02-19 17:40:00+00:00,-1,102365.209160159,81.43146411866553,16.000000000001137,25.17541940340143,0.021883111064917866,31.24460669766953,0.0,price_touch_ledger_not_verified_fills
120,2025-02-20 14:05:00+00:00,-1,102347.94480368904,81.4295453375351,-84.00000000000739,-85.55064915652542,0.02188812065743075,-79.48180213979421,0.0,price_touch_ledger_not_verified_fills
120,2025-02-20 16:10:00+00:00,1,102328.83649158575,81.46413775332917,-383.9999999999904,-388.5983490001082,0.02189617134759497,-382.5298760989289,0.0,price_touch_ledger_not_verified_fills
120,2025-02-20 18:15:00+00:00,-1,102432.9218402896,81.14719392627023,355.99999999999034,370.6428327712716,0.021823980110432774,376.71331518818783,0.0,price_touch_ledger_not_verified_fills
120,2025-02-21 14:05:00+00:00,-1,102569.04135796688,80.65104135275192,55.99999999999318,63.49050552419813,0.02171429068666878,69.56360064204414,0.0,price_touch_ledger_not_verified_fills
120,2025-02-21 16:10:00+00:00,-1,102603.75698347705,80.55893479443199,-104.0000000000034,-107.85964436930895,0.02169446444121349,-101.7858747651982,0.0,price_touch_ledger_not_verified_fills
120,2025-02-21 18:55:00+00:00,-1,102568.87230953762,80.63561479769277,55.99999999999318,74.32257833371258,0.021712148287487177,80.39566792819083,0.0,price_touch_ledger_not_verified_fills
120,2025-02-24 15:05:00+00:00,1,102552.47249460856,80.44300401304838,-134.00000000000455,-129.09604436359314,0.02168426349141844,-123.02331065020954,0.0,price_touch_ledger_not_verified_fills
120,2025-02-24 17:15:00+00:00,-1,102594.45893912578,80.31767434993498,-123.99999999999945,-114.0394340076855,0.021656166687752446,-107.96588866221524,0.0,price_touch_ledger_not_verified_fills
120,2025-02-25 14:05:00+00:00,-1,102659.0850981315,80.08089140304264,406.0000000000017,416.7369285551738,0.02160764522581139,422.8117179023622,0.0,price_touch_ledger_not_verified_fills
120,2025-02-25 18:05:00+00:00,-1,102713.67388154518,79.8737894143926,165.9999999999926,178.8250847669867,0.021560222632437957,184.90091846725005,0.0,price_touch_ledger_not_verified_fills
120,2025-02-26 14:25:00+00:00,-1,102785.92981782524,79.5900930566873,236.0,259.82306922440563,0.021499853807967186,265.9002876745701,0.0,price_touch_ledger_not_verified_fills
120,2025-02-26 16:35:00+00:00,-1,102856.09702876059,79.35049998625487,126.00000000000055,128.19617904213774,0.021444523607881183,134.2747455063208,0.0,price_touch_ledger_not_verified_fills
120,2025-02-26 18:55:00+00:00,1,102881.89894785122,79.2554032427546,205.9999999999989,221.43781807280638,0.021423071029224378,227.51687912279263,0.0,price_touch_ledger_not_verified_fills
120,2025-02-27 15:30:00+00:00,1,102774.98368534422,79.46119471834123,516.0000000000011,524.8879597863838,0.021474311125148762,530.9649337712159,0.0,price_touch_ledger_not_verified_fills
120,2025-02-27 18:50:00+00:00,1,102640.69103913644,79.93318278126083,-74.00000000000227,-71.58032231329037,0.021585925893249817,-65.50592256661439,0.0,price_touch_ledger_not_verified_fills
120,2025-02-28 14:20:00+00:00,-1,102643.33567263719,79.84145374596352,-164.00000000000568,-169.20417665911881,0.0215689345593684,-163.12974101110672,0.0,price_touch_ledger_not_verified_fills
120,2025-02-28 16:25:00+00:00,1,102602.26579396932,79.94011371797427,245.9999999999909,250.6447996931105,0.021591801302644237,256.71843681029253,0.0,price_touch_ledger_not_verified_fills
120,2025-02-28 18:30:00+00:00,-1,102546.29814696385,80.14443931935489,125.99999999998636,126.6818618726022,0.021640484726478684,132.75442832026795,0.0,price_touch_ledger_not_verified_fills
240,2025-02-19 15:35:00+00:00,-1,102204.72489994868,81.98511543456277,736.0,742.1812216789714,0.044207909413292085,748.2695240863837,0.0,price_touch_ledger_not_verified_fills
240,2025-02-20 14:10:00+00:00,1,102349.22390496395,81.42463554541735,-324.0000000000023,-322.3423905790999,0.04395795720448917,-316.25144814379615,0.0,price_touch_ledger_not_verified_fills
240,2025-02-21 14:05:00+00:00,-1,102569.04135796688,80.65104135275192,16.000000000001137,13.420380997713831,0.04361105440431798,19.51537287927749,0.0,price_touch_ledger_not_verified_fills
240,2025-02-24 15:30:00+00:00,-1,102520.99190370718,80.65699777312574,296.0000000000023,285.4169877544936,0.04365683485901415,291.5110644274268,0.0,price_touch_ledger_not_verified_fills
240,2025-02-25 14:05:00+00:00,-1,102659.0850981315,80.08089140304264,245.9999999999909,251.4715100486833,0.04339686730225985,257.5680886179482,0.0,price_touch_ledger_not_verified_fills
240,2025-02-26 14:05:00+00:00,1,102770.6685634773,79.62358851614226,-464.0000000000029,-467.05491193748315,0.04319508337584577,-460.95630348283777,0.0,price_touch_ledger_not_verified_fills
240,2025-02-27 15:45:00+00:00,1,102737.91012196436,79.5867179223464,406.0000000000017,421.4424338404344,0.04318811439857981,427.54038015727224,0.0,price_touch_ledger_not_verified_fills
240,2025-02-28 14:05:00+00:00,1,102660.56969767959,79.7865955866186,445.99999999999375,471.28444521010346,0.04329338030905598,477.3809499843661,0.0,price_touch_ledger_not_verified_fills
