run,horizon_minutes,strategy,session_id,decision_time,entry_time,exit_time,direction,midpoint_change_cad,spread_crossing_cad,touch_change_cad,additional_slippage_cad,fees_cad,net_benchmark_cad,status,stress_net_cad,delayed_exit_minutes,mom_z_30,observed_direction,alignment,seed
base-1729,60,model,2025-02-24,2025-02-24 15:15:00+00:00,2025-02-24 15:16:00+00:00,2025-02-24 16:15:00+00:00,1,15.00000000001478,15.00000000001478,0.0,10.0,4.0,-14.0,price_touch_benchmark_not_verified_fills,-44.0,0.0,-0.4538431700086562,0,balanced_origin,1729
base-1729,60,model,2025-02-24,2025-02-24 16:20:00+00:00,2025-02-24 16:21:00+00:00,2025-02-24 17:20:00+00:00,-1,174.99999999998295,14.999999999986358,159.9999999999966,10.0,4.0,145.9999999999966,price_touch_benchmark_not_verified_fills,115.9999999999966,0.0,-0.7486792796155013,0,balanced_origin,1729
base-1729,60,model,2025-02-24,2025-02-24 17:25:00+00:00,2025-02-24 17:26:00+00:00,2025-02-24 18:25:00+00:00,-1,60.000000000002274,10.000000000019329,49.99999999998295,10.0,4.0,35.99999999998295,price_touch_benchmark_not_verified_fills,5.999999999982947,0.0,-2.220895670692669,-1,continuation,1729
base-1729,60,model,2025-02-24,2025-02-24 19:10:00+00:00,2025-02-24 19:11:00+00:00,2025-02-24 20:10:00+00:00,-1,-0.0,10.000000000005116,-10.000000000005116,10.0,4.0,-24.00000000000512,price_touch_benchmark_not_verified_fills,-54.00000000000512,0.0,1.599254758285347,1,opposing,1729
base-1729,60,model,2025-02-25,2025-02-25 14:05:00+00:00,2025-02-25 14:06:00+00:00,2025-02-25 15:05:00+00:00,-1,449.99999999998863,10.000000000005116,439.9999999999835,10.0,4.0,425.9999999999835,price_touch_benchmark_not_verified_fills,395.9999999999835,0.0,-5.033188137264989,-1,continuation,1729
base-1729,60,model,2025-02-25,2025-02-25 15:10:00+00:00,2025-02-25 15:11:00+00:00,2025-02-25 16:10:00+00:00,-1,-39.99999999999204,10.000000000019329,-50.00000000001137,10.0,4.0,-64.00000000001137,price_touch_benchmark_not_verified_fills,-94.00000000001135,0.0,-2.932437600939021,-1,continuation,1729
base-1729,60,model,2025-02-25,2025-02-25 16:40:00+00:00,2025-02-25 16:41:00+00:00,2025-02-25 17:40:00+00:00,1,30.000000000001137,10.000000000005116,19.99999999999602,10.0,4.0,5.999999999996021,price_touch_benchmark_not_verified_fills,-24.00000000000398,0.0,1.651527144023257,1,continuation,1729
base-1729,60,model,2025-02-25,2025-02-25 18:05:00+00:00,2025-02-25 18:06:00+00:00,2025-02-25 19:05:00+00:00,-1,90.00000000000341,10.000000000005116,79.9999999999983,10.0,4.0,65.9999999999983,price_touch_benchmark_not_verified_fills,35.999999999998295,0.0,-0.1720570040549497,0,balanced_origin,1729
base-1729,60,model,2025-02-25,2025-02-25 19:10:00+00:00,2025-02-25 19:11:00+00:00,2025-02-25 20:10:00+00:00,-1,69.99999999999318,9.999999999990903,60.000000000002274,10.0,4.0,46.000000000002274,price_touch_benchmark_not_verified_fills,16.000000000002274,0.0,-1.6200478882251583,-1,continuation,1729
base-1729,60,model,2025-02-26,2025-02-26 14:25:00+00:00,2025-02-26 14:26:00+00:00,2025-02-26 15:25:00+00:00,-1,115.0000000000091,15.00000000001478,99.99999999999432,10.0,4.0,85.99999999999432,price_touch_benchmark_not_verified_fills,55.99999999999432,0.0,-1.403026382262279,-1,continuation,1729
base-1729,60,model,2025-02-26,2025-02-26 15:30:00+00:00,2025-02-26 15:31:00+00:00,2025-02-26 16:30:00+00:00,-1,370.00000000000455,10.000000000005116,359.99999999999943,10.0,4.0,345.99999999999943,price_touch_benchmark_not_verified_fills,315.99999999999943,0.0,4.172913698056325,1,opposing,1729
base-1729,60,model,2025-02-26,2025-02-26 16:35:00+00:00,2025-02-26 16:36:00+00:00,2025-02-26 17:35:00+00:00,-1,90.00000000000341,10.000000000005116,79.9999999999983,10.0,4.0,65.9999999999983,price_touch_benchmark_not_verified_fills,35.999999999998295,0.0,-1.1062498311997038,-1,continuation,1729
base-1729,60,model,2025-02-26,2025-02-26 18:00:00+00:00,2025-02-26 18:01:00+00:00,2025-02-26 19:00:00+00:00,-1,94.99999999999886,15.000000000000568,79.9999999999983,10.0,4.0,65.9999999999983,price_touch_benchmark_not_verified_fills,35.999999999998295,0.0,1.1023428339313286,1,opposing,1729
base-1729,60,model,2025-02-26,2025-02-26 19:05:00+00:00,2025-02-26 19:06:00+00:00,2025-02-26 20:05:00+00:00,1,170.00000000001592,10.000000000019329,159.9999999999966,10.0,4.0,145.9999999999966,price_touch_benchmark_not_verified_fills,115.9999999999966,0.0,0.7401644727836824,0,balanced_origin,1729
base-1729,60,model,2025-02-27,2025-02-27 14:05:00+00:00,2025-02-27 14:06:00+00:00,2025-02-27 15:05:00+00:00,1,55.00000000000682,15.00000000001478,39.99999999999204,10.0,4.0,25.99999999999204,price_touch_benchmark_not_verified_fills,-4.000000000007958,0.0,3.153973033705989,1,continuation,1729
base-1729,60,model,2025-02-27,2025-02-27 15:30:00+00:00,2025-02-27 15:31:00+00:00,2025-02-27 16:30:00+00:00,1,389.9999999999864,19.99999999998181,370.00000000000455,10.0,4.0,356.00000000000455,price_touch_benchmark_not_verified_fills,326.00000000000455,0.0,-2.3623922105062443,-1,opposing,1729
base-1729,60,model,2025-02-27,2025-02-27 16:35:00+00:00,2025-02-27 16:36:00+00:00,2025-02-27 17:35:00+00:00,1,70.0000000000216,20.000000000010232,50.00000000001137,10.0,4.0,36.00000000001137,price_touch_benchmark_not_verified_fills,6.000000000011369,0.0,1.411875666397162,1,continuation,1729
base-1729,60,model,2025-02-27,2025-02-27 17:45:00+00:00,2025-02-27 17:46:00+00:00,2025-02-27 18:45:00+00:00,1,94.99999999999886,14.999999999986358,80.0000000000125,10.0,4.0,66.0000000000125,price_touch_benchmark_not_verified_fills,36.000000000012506,0.0,-0.9673417810568428,-1,opposing,1729
base-1729,60,model,2025-02-27,2025-02-27 18:50:00+00:00,2025-02-27 18:51:00+00:00,2025-02-27 19:50:00+00:00,1,0.0,10.000000000005116,-10.000000000005116,10.0,4.0,-24.00000000000512,price_touch_benchmark_not_verified_fills,-54.00000000000512,0.0,0.0,0,balanced_origin,1729
base-1729,60,model,2025-02-27,2025-02-27 19:55:00+00:00,2025-02-27 19:56:00+00:00,2025-02-27 20:55:00+00:00,1,-30.000000000001137,10.000000000005116,-40.00000000000625,10.0,4.0,-54.00000000000625,price_touch_benchmark_not_verified_fills,-84.00000000000625,0.0,-0.3452418271183721,0,balanced_origin,1729
base-1729,60,model,2025-02-28,2025-02-28 14:30:00+00:00,2025-02-28 14:31:00+00:00,2025-02-28 15:30:00+00:00,-1,360.00000000001364,10.000000000019329,349.9999999999943,10.0,4.0,335.9999999999943,price_touch_benchmark_not_verified_fills,305.9999999999943,0.0,1.015297049663216,1,opposing,1729
base-1729,60,model,2025-02-28,2025-02-28 15:35:00+00:00,2025-02-28 15:36:00+00:00,2025-02-28 16:35:00+00:00,1,500.0,10.000000000005116,489.9999999999949,10.0,4.0,475.9999999999949,price_touch_benchmark_not_verified_fills,445.9999999999949,0.0,-1.580343835848471,-1,opposing,1729
base-1729,60,model,2025-02-28,2025-02-28 16:45:00+00:00,2025-02-28 16:46:00+00:00,2025-02-28 17:45:00+00:00,1,140.00000000001478,10.000000000019329,129.99999999999545,10.0,4.0,115.99999999999544,price_touch_benchmark_not_verified_fills,85.99999999999545,0.0,2.097285948529821,1,continuation,1729
base-1729,60,model,2025-02-28,2025-02-28 18:05:00+00:00,2025-02-28 18:06:00+00:00,2025-02-28 19:05:00+00:00,-1,40.000000000020464,10.000000000019329,30.000000000001137,10.0,4.0,16.000000000001137,price_touch_benchmark_not_verified_fills,-13.999999999998863,0.0,0.3066026390157865,0,balanced_origin,1729
base-1729,60,model,2025-02-28,2025-02-28 19:10:00+00:00,2025-02-28 19:11:00+00:00,2025-02-28 20:10:00+00:00,-1,69.99999999999318,9.999999999990903,60.000000000002274,10.0,4.0,46.000000000002274,price_touch_benchmark_not_verified_fills,16.000000000002274,0.0,-0.8363759717123058,-1,continuation,1729
base-2718,60,model,2025-02-19,2025-02-19 14:30:00+00:00,2025-02-19 14:31:00+00:00,2025-02-19 15:30:00+00:00,-1,40.000000000020464,10.000000000019329,30.000000000001137,10.0,4.0,16.000000000001137,price_touch_benchmark_not_verified_fills,-13.999999999998863,0.0,0.769893306404004,1,opposing,2718
base-2718,60,model,2025-02-19,2025-02-19 15:35:00+00:00,2025-02-19 15:36:00+00:00,2025-02-19 16:35:00+00:00,1,-70.0000000000216,9.999999999990903,-80.0000000000125,10.0,4.0,-94.0000000000125,price_touch_benchmark_not_verified_fills,-124.0000000000125,0.0,0.8640870434326933,1,continuation,2718
base-2718,60,model,2025-02-19,2025-02-19 16:55:00+00:00,2025-02-19 16:56:00+00:00,2025-02-19 17:55:00+00:00,-1,34.99999999999659,14.999999999986358,20.000000000010232,10.0,4.0,6.000000000010232,price_touch_benchmark_not_verified_fills,-23.999999999989768,0.0,-0.6772742446968757,0,balanced_origin,2718
base-2718,60,model,2025-02-19,2025-02-19 18:05:00+00:00,2025-02-19 18:06:00+00:00,2025-02-19 19:05:00+00:00,1,380.00000000000966,20.000000000010232,359.99999999999943,10.0,4.0,345.99999999999943,price_touch_benchmark_not_verified_fills,315.99999999999943,0.0,0.7019793331039853,0,balanced_origin,2718
base-2718,60,model,2025-02-19,2025-02-19 19:10:00+00:00,2025-02-19 19:11:00+00:00,2025-02-19 20:10:00+00:00,1,49.99999999998295,9.999999999990903,39.99999999999204,10.0,4.0,25.99999999999204,price_touch_benchmark_not_verified_fills,-4.000000000007958,0.0,1.5486192746023593,1,continuation,2718
base-2718,60,model,2025-02-20,2025-02-20 14:05:00+00:00,2025-02-20 14:06:00+00:00,2025-02-20 15:05:00+00:00,1,204.99999999998408,15.000000000000568,189.99999999998352,10.0,4.0,175.99999999998352,price_touch_benchmark_not_verified_fills,145.99999999998352,0.0,2.9451048354918266,1,continuation,2718
base-2718,60,model,2025-02-20,2025-02-20 15:35:00+00:00,2025-02-20 15:36:00+00:00,2025-02-20 16:35:00+00:00,-1,274.99999999997726,14.999999999986358,259.9999999999909,10.0,4.0,245.9999999999909,price_touch_benchmark_not_verified_fills,215.9999999999909,0.0,0.9800727929495884,1,opposing,2718
base-2718,60,model,2025-02-20,2025-02-20 18:05:00+00:00,2025-02-20 18:06:00+00:00,2025-02-20 19:05:00+00:00,-1,15.00000000001478,15.00000000001478,0.0,10.0,4.0,-14.0,price_touch_benchmark_not_verified_fills,-44.0,0.0,0.6014608262414204,0,balanced_origin,2718
base-2718,60,model,2025-02-20,2025-02-20 19:15:00+00:00,2025-02-20 19:16:00+00:00,2025-02-20 20:15:00+00:00,1,-120.00000000000456,10.000000000005116,-130.00000000000966,10.0,4.0,-144.00000000000966,price_touch_benchmark_not_verified_fills,-174.00000000000966,0.0,-1.1494772677308238,-1,opposing,2718
base-2718,60,model,2025-02-21,2025-02-21 14:05:00+00:00,2025-02-21 14:06:00+00:00,2025-02-21 15:05:00+00:00,1,60.000000000002274,10.000000000005116,49.99999999999716,10.0,4.0,35.99999999999716,price_touch_benchmark_not_verified_fills,5.999999999997158,0.0,0.8816680800765149,1,continuation,2718
base-2718,60,model,2025-02-21,2025-02-21 15:10:00+00:00,2025-02-21 15:11:00+00:00,2025-02-21 16:10:00+00:00,1,-10.000000000019329,9.999999999990903,-20.000000000010232,10.0,4.0,-34.00000000001023,price_touch_benchmark_not_verified_fills,-64.00000000001023,0.0,0.9998270943187042,1,continuation,2718
base-2718,60,model,2025-02-21,2025-02-21 16:15:00+00:00,2025-02-21 16:16:00+00:00,2025-02-21 17:15:00+00:00,1,160.000000000025,10.000000000019329,150.00000000000568,10.0,4.0,136.00000000000568,price_touch_benchmark_not_verified_fills,106.00000000000568,0.0,0.9301240931379774,1,continuation,2718
base-2718,60,model,2025-02-21,2025-02-21 17:20:00+00:00,2025-02-21 17:21:00+00:00,2025-02-21 18:20:00+00:00,1,190.00000000002612,10.000000000019329,180.00000000000682,10.0,4.0,166.00000000000682,price_touch_benchmark_not_verified_fills,136.00000000000682,0.0,0.606091526731416,0,balanced_origin,2718
base-2718,60,model,2025-02-21,2025-02-21 18:25:00+00:00,2025-02-21 18:26:00+00:00,2025-02-21 19:25:00+00:00,1,339.999999999975,9.999999999990903,329.9999999999841,10.0,4.0,315.9999999999841,price_touch_benchmark_not_verified_fills,285.9999999999841,0.0,2.6094900493238224,1,continuation,2718
base-2718,60,model,2025-02-21,2025-02-21 19:30:00+00:00,2025-02-21 19:31:00+00:00,2025-02-21 20:30:00+00:00,1,-19.99999999998181,10.000000000019329,-30.000000000001137,10.0,4.0,-44.00000000000114,price_touch_benchmark_not_verified_fills,-74.00000000000114,0.0,2.4874502941466186,1,continuation,2718
base-2718,60,model,2025-02-24,2025-02-24 15:15:00+00:00,2025-02-24 15:16:00+00:00,2025-02-24 16:15:00+00:00,1,-110.00000000001364,9.999999999990903,-120.00000000000456,10.0,4.0,-134.00000000000455,price_touch_benchmark_not_verified_fills,-164.00000000000455,0.0,0.0,0,balanced_origin,2718
base-2718,60,model,2025-02-24,2025-02-24 16:20:00+00:00,2025-02-24 16:21:00+00:00,2025-02-24 17:20:00+00:00,-1,99.99999999999432,9.999999999990903,90.00000000000341,10.0,4.0,76.00000000000341,price_touch_benchmark_not_verified_fills,46.00000000000341,0.0,-1.690999131096954,-1,continuation,2718
base-2718,60,model,2025-02-24,2025-02-24 18:15:00+00:00,2025-02-24 18:16:00+00:00,2025-02-24 19:15:00+00:00,1,19.99999999998181,9.999999999990903,9.999999999990903,10.0,4.0,-4.000000000009095,price_touch_benchmark_not_verified_fills,-34.000000000009095,0.0,0.4862848402857785,0,balanced_origin,2718
base-2718,60,model,2025-02-24,2025-02-24 19:25:00+00:00,2025-02-24 19:26:00+00:00,2025-02-24 20:25:00+00:00,-1,-0.0,10.000000000005116,-10.000000000005116,10.0,4.0,-24.00000000000512,price_touch_benchmark_not_verified_fills,-54.00000000000512,0.0,0.5459183410031648,0,balanced_origin,2718
base-2718,60,model,2025-02-25,2025-02-25 15:00:00+00:00,2025-02-25 15:01:00+00:00,2025-02-25 16:00:00+00:00,-1,254.99999999999545,15.000000000000568,239.99999999999488,10.0,4.0,225.99999999999488,price_touch_benchmark_not_verified_fills,195.99999999999488,0.0,0.2177898502052354,0,balanced_origin,2718
base-2718,60,model,2025-02-25,2025-02-25 16:05:00+00:00,2025-02-25 16:06:00+00:00,2025-02-25 17:05:00+00:00,-1,125.0,15.000000000000568,109.99999999999945,10.0,4.0,95.99999999999945,price_touch_benchmark_not_verified_fills,65.99999999999943,0.0,-2.2131806757705266,-1,continuation,2718
base-2718,60,model,2025-02-25,2025-02-25 17:20:00+00:00,2025-02-25 17:21:00+00:00,2025-02-25 18:20:00+00:00,1,-164.99999999999204,15.000000000000568,-179.9999999999926,10.0,4.0,-193.9999999999926,price_touch_benchmark_not_verified_fills,-223.9999999999926,0.0,-1.4810890589202974,-1,opposing,2718
base-2718,60,model,2025-02-25,2025-02-25 18:25:00+00:00,2025-02-25 18:26:00+00:00,2025-02-25 19:25:00+00:00,1,180.00000000000682,10.000000000005116,170.0000000000017,10.0,4.0,156.0000000000017,price_touch_benchmark_not_verified_fills,126.0000000000017,0.0,0.3064882079998318,0,balanced_origin,2718
base-2718,60,model,2025-02-25,2025-02-25 19:30:00+00:00,2025-02-25 19:31:00+00:00,2025-02-25 20:30:00+00:00,1,-5.000000000023874,14.999999999986358,-20.000000000010232,10.0,4.0,-34.00000000001023,price_touch_benchmark_not_verified_fills,-64.00000000001023,0.0,0.5474761327142275,0,balanced_origin,2718
base-2718,60,model,2025-02-26,2025-02-26 14:20:00+00:00,2025-02-26 14:21:00+00:00,2025-02-26 15:20:00+00:00,1,110.00000000001364,10.000000000019329,99.99999999999432,10.0,4.0,85.99999999999432,price_touch_benchmark_not_verified_fills,55.99999999999432,0.0,0.6298121518463148,0,balanced_origin,2718
base-2718,60,model,2025-02-26,2025-02-26 15:35:00+00:00,2025-02-26 15:36:00+00:00,2025-02-26 16:35:00+00:00,-1,-15.00000000001478,14.999999999986358,-30.000000000001137,10.0,4.0,-44.00000000000114,price_touch_benchmark_not_verified_fills,-74.00000000000114,0.0,-0.0451632896943321,0,balanced_origin,2718
base-2718,60,model,2025-02-26,2025-02-26 16:40:00+00:00,2025-02-26 16:41:00+00:00,2025-02-26 17:40:00+00:00,-1,44.99999999998749,15.000000000000568,29.99999999998693,10.0,4.0,15.999999999986926,price_touch_benchmark_not_verified_fills,-14.000000000013074,0.0,0.3453094577330322,0,balanced_origin,2718
base-2718,60,model,2025-02-26,2025-02-26 17:45:00+00:00,2025-02-26 17:46:00+00:00,2025-02-26 18:45:00+00:00,-1,189.99999999999773,10.000000000005116,179.9999999999926,10.0,4.0,165.9999999999926,price_touch_benchmark_not_verified_fills,135.9999999999926,0.0,0.1275351149878214,0,balanced_origin,2718
base-2718,60,model,2025-02-26,2025-02-26 19:15:00+00:00,2025-02-26 19:16:00+00:00,2025-02-26 20:15:00+00:00,1,99.99999999999432,10.000000000005116,89.9999999999892,10.0,4.0,75.9999999999892,price_touch_benchmark_not_verified_fills,45.9999999999892,0.0,0.105354707229495,0,balanced_origin,2718
base-2718,60,model,2025-02-27,2025-02-27 14:05:00+00:00,2025-02-27 14:06:00+00:00,2025-02-27 15:05:00+00:00,-1,60.000000000002274,10.000000000005116,49.99999999999716,10.0,4.0,35.99999999999716,price_touch_benchmark_not_verified_fills,5.999999999997158,0.0,-0.2767194490306161,0,balanced_origin,2718
base-2718,60,model,2025-02-27,2025-02-27 15:30:00+00:00,2025-02-27 15:31:00+00:00,2025-02-27 16:30:00+00:00,-1,780.0000000000011,10.000000000005116,769.999999999996,10.0,4.0,755.999999999996,price_touch_benchmark_not_verified_fills,725.999999999996,0.0,5.649775923626659,1,opposing,2718
base-2718,60,model,2025-02-27,2025-02-27 16:35:00+00:00,2025-02-27 16:36:00+00:00,2025-02-27 17:35:00+00:00,-1,320.0000000000216,10.000000000019329,310.0000000000023,10.0,4.0,296.0000000000023,price_touch_benchmark_not_verified_fills,266.0000000000023,0.0,-3.4578580689739864,-1,continuation,2718
base-2718,60,model,2025-02-27,2025-02-27 18:15:00+00:00,2025-02-27 18:16:00+00:00,2025-02-27 19:15:00+00:00,1,-110.00000000001364,9.999999999990903,-120.00000000000456,10.0,4.0,-134.00000000000455,price_touch_benchmark_not_verified_fills,-164.00000000000455,0.0,-1.2189379996660643,-1,opposing,2718
base-2718,60,model,2025-02-27,2025-02-27 19:20:00+00:00,2025-02-27 19:21:00+00:00,2025-02-27 20:20:00+00:00,1,60.000000000002274,10.000000000005116,49.99999999999716,10.0,4.0,35.99999999999716,price_touch_benchmark_not_verified_fills,5.999999999997158,0.0,-0.507784619726015,0,balanced_origin,2718
base-2718,60,model,2025-02-28,2025-02-28 14:05:00+00:00,2025-02-28 14:06:00+00:00,2025-02-28 15:05:00+00:00,1,50.00000000001137,10.000000000019329,39.99999999999204,10.0,4.0,25.99999999999204,price_touch_benchmark_not_verified_fills,-4.000000000007958,0.0,0.2016819999246212,0,balanced_origin,2718
base-2718,60,model,2025-02-28,2025-02-28 15:20:00+00:00,2025-02-28 15:21:00+00:00,2025-02-28 16:20:00+00:00,1,-55.00000000000682,15.000000000000568,-70.00000000000739,10.0,4.0,-84.00000000000739,price_touch_benchmark_not_verified_fills,-114.0000000000074,0.0,-1.0054320996631676,-1,opposing,2718
base-2718,60,model,2025-02-28,2025-02-28 16:40:00+00:00,2025-02-28 16:41:00+00:00,2025-02-28 17:40:00+00:00,1,-300.00000000001137,10.000000000005116,-310.0000000000165,10.0,4.0,-324.0000000000165,price_touch_benchmark_not_verified_fills,-354.0000000000165,0.0,-1.1589510047130138,-1,opposing,2718
base-2718,60,model,2025-02-28,2025-02-28 17:45:00+00:00,2025-02-28 17:46:00+00:00,2025-02-28 18:45:00+00:00,1,9.999999999990903,10.000000000005116,-1.4210854715202004e-11,10.0,4.0,-14.00000000001421,price_touch_benchmark_not_verified_fills,-44.00000000001421,0.0,-3.084045235174252,-1,opposing,2718
base-2718,60,model,2025-02-28,2025-02-28 18:55:00+00:00,2025-02-28 18:56:00+00:00,2025-02-28 19:55:00+00:00,1,-140.00000000001478,9.999999999990903,-150.00000000000568,10.0,4.0,-164.00000000000568,price_touch_benchmark_not_verified_fills,-194.00000000000568,0.0,-1.4726135007121888,-1,opposing,2718
base-2718,60,model,2025-02-28,2025-02-28 20:00:00+00:00,2025-02-28 20:01:00+00:00,2025-02-28 21:00:00+00:00,1,129.99999999999545,10.000000000005116,119.99999999999034,10.0,4.0,105.99999999999034,price_touch_benchmark_not_verified_fills,75.99999999999034,0.0,-0.9237200731938524,-1,opposing,2718
base-3141,60,model,2025-02-19,2025-02-19 14:55:00+00:00,2025-02-19 14:56:00+00:00,2025-02-19 15:55:00+00:00,-1,-99.99999999999432,10.000000000005116,-109.99999999999945,10.0,4.0,-123.99999999999945,price_touch_benchmark_not_verified_fills,-153.99999999999943,0.0,0.1073420340508445,0,balanced_origin,3141
base-3141,60,model,2025-02-19,2025-02-19 16:00:00+00:00,2025-02-19 16:01:00+00:00,2025-02-19 17:00:00+00:00,1,329.9999999999841,9.999999999990903,319.9999999999932,10.0,4.0,305.9999999999932,price_touch_benchmark_not_verified_fills,275.9999999999932,0.0,2.239956482454677,1,continuation,3141
base-3141,60,model,2025-02-19,2025-02-19 17:30:00+00:00,2025-02-19 17:31:00+00:00,2025-02-19 18:30:00+00:00,1,155.00000000000114,15.000000000000568,140.00000000000057,10.0,4.0,126.00000000000055,price_touch_benchmark_not_verified_fills,96.00000000000055,0.0,0.3404793810631882,0,balanced_origin,3141
base-3141,60,model,2025-02-19,2025-02-19 18:35:00+00:00,2025-02-19 18:36:00+00:00,2025-02-19 19:35:00+00:00,1,125.0,15.000000000000568,109.99999999999945,10.0,4.0,95.99999999999945,price_touch_benchmark_not_verified_fills,65.99999999999943,0.0,1.2880760134233515,1,continuation,3141
base-3141,60,model,2025-02-19,2025-02-19 19:50:00+00:00,2025-02-19 19:51:00+00:00,2025-02-19 20:50:00+00:00,1,160.000000000025,10.000000000019329,150.00000000000568,10.0,4.0,136.00000000000568,price_touch_benchmark_not_verified_fills,106.00000000000568,0.0,1.1552001276113188,1,continuation,3141
